fpr_strict,tpr_strict,fpr_leaky,tpr_leaky
0.0,0.0,0.0,0.0
0.0,3.387189648748433e-05,0.0,3.387189648748433e-05
0.0,6.774379297496867e-05,3.281162844111953e-05,3.387189648748433e-05
3.281162844111953e-05,6.774379297496867e-05,3.281162844111953e-05,0.00037259086136232766
3.281162844111953e-05,0.000914541205162077,3.281162844111953e-05,0.000508078447312265
6.562325688223906e-05,0.000914541205162077,3.281162844111953e-05,0.0005419503437997493
6.562325688223906e-05,0.0010839006875994987,3.281162844111953e-05,0.000609694136774718
9.84348853233586e-05,0.0010839006875994987,3.281162844111953e-05,0.0007451817227246553
9.84348853233586e-05,0.0013887477559868576,3.281162844111953e-05,0.0008467974121871084
0.00013124651376447813,0.0013887477559868576,3.281162844111953e-05,0.0008806693086745927
0.00013124651376447813,0.0021339294787115133,6.562325688223906e-05,0.0008806693086745927
0.00016405814220559766,0.0021339294787115133,6.562325688223906e-05,0.000914541205162077
0.00016405814220559766,0.002303288961148935,9.84348853233586e-05,0.000914541205162077
0.0001968697706467172,0.002303288961148935,9.84348853233586e-05,0.0010500287911120144
0.0001968697706467172,0.0027097517189987467,9.84348853233586e-05,0.0011516444805744674
0.00022968139908783672,0.0027097517189987467,9.84348853233586e-05,0.001219388273549436
0.00022968139908783672,0.0029129830979236528,9.84348853233586e-05,0.0012532601700369203
0.00026249302752895626,0.0029129830979236528,9.84348853233586e-05,0.001321003963011889
0.00026249302752895626,0.003454933441723402,9.84348853233586e-05,0.0013887477559868576
0.0002953046559700758,0.003454933441723402,9.84348853233586e-05,0.0014903634454493107
0.0002953046559700758,0.0038952680960606984,9.84348853233586e-05,0.001524235341936795
0.0003281162844111953,0.0038952680960606984,9.84348853233586e-05,0.0015919791349117637
0.0003281162844111953,0.004030755682010636,9.84348853233586e-05,0.0016597229278867323
0.0003609279128523149,0.004030755682010636,9.84348853233586e-05,0.0017952105138366698
0.0003609279128523149,0.0042001151644480575,9.84348853233586e-05,0.0018968262032991227
0.0003937395412934344,0.0042001151644480575,9.84348853233586e-05,0.001964569996274091
0.0003937395412934344,0.005216272059072587,9.84348853233586e-05,0.0020661856857365443
0.00042655116973455394,0.005216272059072587,0.00013124651376447813,0.0020661856857365443
0.00042655116973455394,0.005453375334484978,0.00013124651376447813,0.002235545168173966
0.00045936279817567345,0.005453375334484978,0.00013124651376447813,0.002303288961148935
0.00045936279817567345,0.006063069471259696,0.00013124651376447813,0.002337160857636419
0.000492174426616793,0.006063069471259696,0.00013124651376447813,0.0025065203400738405
0.000492174426616793,0.007282457744809132,0.00013124651376447813,0.002540392236561325
0.0005249860550579125,0.007282457744809132,0.00013124651376447813,0.002642007926023778
0.0005249860550579125,0.007553432916709006,0.00013124651376447813,0.002777495511973715
0.0005577976834990321,0.007553432916709006,0.00013124651376447813,0.0028791112014361683
0.0005577976834990321,0.00765504860617146,0.00016405814220559766,0.0029129830979236528
0.0005906093119401516,0.00765504860617146,0.0001968697706467172,0.0029129830979236528
0.0005906093119401516,0.008095383260508756,0.0001968697706467172,0.0029468549944111373
0.0006234209403812711,0.008095383260508756,0.0001968697706467172,0.003014598787386106
0.0006234209403812711,0.008501846018358569,0.0001968697706467172,0.003116214476848559
0.0006562325688223906,0.008501846018358569,0.00022968139908783672,0.003116214476848559
0.0006562325688223906,0.009721234291908003,0.00022968139908783672,0.003353317752260949
0.0006890441972635102,0.009721234291908003,0.00022968139908783672,0.003454933441723402
0.0006890441972635102,0.009788978084882972,0.00026249302752895626,0.003454933441723402
0.0007218558257046298,0.009788978084882972,0.00026249302752895626,0.0035226772346983706
0.0007218558257046298,0.009958337567320395,0.00026249302752895626,0.003556549131185855
0.0007546674541457492,0.009958337567320395,0.00026249302752895626,0.003658164820648308
0.0007546674541457492,0.010771263083020018,0.00026249302752895626,0.00382752430308573
0.0007874790825868688,0.010771263083020018,0.00026249302752895626,0.0038952680960606984
0.0007874790825868688,0.011279341530332283,0.00026249302752895626,0.003963011889035667
0.0008202907110279883,0.011279341530332283,0.0002953046559700758,0.003963011889035667
0.0008202907110279883,0.011584188598719642,0.0002953046559700758,0.004030755682010636
0.0008531023394691079,0.011584188598719642,0.0002953046559700758,0.0041323713714730885
0.0008531023394691079,0.01266808928631914,0.0002953046559700758,0.0042001151644480575
0.0008859139679102273,0.01266808928631914,0.0003281162844111953,0.0042001151644480575
0.0008859139679102273,0.012803576872269079,0.0003281162844111953,0.00430173085391051
0.0009187255963513469,0.012803576872269079,0.0003281162844111953,0.004403346543372964
0.0009187255963513469,0.013345527216068827,0.0003281162844111953,0.004437218439860448
0.0009515372247924665,0.013345527216068827,0.0003281162844111953,0.004504962232835416
0.0009515372247924665,0.013887477559868577,0.0003281162844111953,0.00460657792229787
0.000984348853233586,0.013887477559868577,0.0003281162844111953,0.004708193611760322
